date,Vrms,Irms,Power
Sat Jan 16 2016 01:46:00 GMT-0800 (PST),120.106916928,11.1605261447,1340.45638654
Sat Jan 16 2016 01:48:00 GMT-0800 (PST),121.016257528,10.7840591676,1305.04648142
Sat Jan 16 2016 01:50:00 GMT-0800 (PST),122.75405381,10.7711611044,1322.20368981
Sat Jan 16 2016 01:52:00 GMT-0800 (PST),120.052785612,11.4148345392,1370.38268374
Sat Jan 16 2016 01:54:00 GMT-0800 (PST),119.905573378,11.2846835242,1353.09644836
Sat Jan 16 2016 01:56:00 GMT-0800 (PST),121.060751787,11.4410295942,1385.05964389
Sat Jan 16 2016 01:58:00 GMT-0800 (PST),117.283252654,11.1530715314,1308.06850629
Sat Jan 16 2016 02:00:00 GMT-0800 (PST),121.359982298,11.1460696139,1352.68681104
Sat Jan 16 2016 02:02:00 GMT-0800 (PST),119.506303106,10.7608315598,1285.98719806
Sat Jan 16 2016 02:04:00 GMT-0800 (PST),119.185406928,11.3958872501,1358.22345921
Sat Jan 16 2016 02:06:00 GMT-0800 (PST),116.948242489,11.1309062543,1301.73992375
Sat Jan 16 2016 02:08:00 GMT-0800 (PST),118.409776642,10.897024665,1290.31425664
Sat Jan 16 2016 02:10:00 GMT-0800 (PST),119.600564333,10.4344295431,1247.96366184
Sat Jan 16 2016 02:12:00 GMT-0800 (PST),118.871654378,11.2337599679,1335.37563227
Sat Jan 16 2016 02:14:00 GMT-0800 (PST),120.592045631,10.788264934,1300.9789372
Sat Jan 16 2016 02:16:00 GMT-0800 (PST),120.893125868,10.3236459485,1248.05782907
Sat Jan 16 2016 02:18:00 GMT-0800 (PST),118.180728564,10.7452750476,1269.88443374
Sat Jan 16 2016 02:20:00 GMT-0800 (PST),118.505129446,10.2993224948,1220.52254545
Sat Jan 16 2016 02:22:00 GMT-0800 (PST),122.16137926,10.8432712248,1324.62896851
Sat Jan 16 2016 02:24:00 GMT-0800 (PST),115.549083014,11.0478676155,1276.57097223
Sat Jan 16 2016 02:26:00 GMT-0800 (PST),119.503098634,10.5341948885,1258.86893079
Sat Jan 16 2016 02:28:00 GMT-0800 (PST),117.547085512,10.3501084776,1216.62508628
Sat Jan 16 2016 02:30:00 GMT-0800 (PST),117.13714601,10.4121280253,1219.64696077
Sat Jan 16 2016 02:32:00 GMT-0800 (PST),119.604803996,9.87007965963,1180.50894311
Sat Jan 16 2016 02:34:00 GMT-0800 (PST),122.223695087,10.0422291047,1227.39834809
Sat Jan 16 2016 02:36:00 GMT-0800 (PST),119.584445201,10.3792394124,1241.19558674
Sat Jan 16 2016 02:38:00 GMT-0800 (PST),119.223360722,10.568859357,1260.05493153
Sat Jan 16 2016 02:40:00 GMT-0800 (PST),123.063163099,10.2751988182,1264.49846804
Sat Jan 16 2016 02:42:00 GMT-0800 (PST),120.62781547,9.69862943786,1169.92448214
Sat Jan 16 2016 02:44:00 GMT-0800 (PST),121.18968582,9.88786575281,1198.30734402
Sat Jan 16 2016 02:46:00 GMT-0800 (PST),118.450437269,10.1548635736,1202.8480307
Sat Jan 16 2016 02:48:00 GMT-0800 (PST),120.107053904,10.4309825021,1252.83457765
Sat Jan 16 2016 02:50:00 GMT-0800 (PST),123.291868021,10.0295904948,1236.56694759
Sat Jan 16 2016 02:52:00 GMT-0800 (PST),117.657244903,10.5536503005,1241.71341803
Sat Jan 16 2016 02:54:00 GMT-0800 (PST),120.365800615,9.42302773021,1134.21027696
Sat Jan 16 2016 02:56:00 GMT-0800 (PST),119.794521329,9.83388368316,1178.04538863
Sat Jan 16 2016 02:58:00 GMT-0800 (PST),121.683219671,9.31725164838,1133.75317906
Sat Jan 16 2016 03:00:00 GMT-0800 (PST),120.984828306,9.61379299204,1163.12309451
Sat Jan 16 2016 03:02:00 GMT-0800 (PST),120.14498336,9.49092816459,1140.28740641
Sat Jan 16 2016 03:04:00 GMT-0800 (PST),121.601244249,8.68607646286,1056.23770553
Sat Jan 16 2016 03:06:00 GMT-0800 (PST),120.112876769,8.65260179118,1039.28889267
Sat Jan 16 2016 03:08:00 GMT-0800 (PST),123.688866404,8.33541935906,1030.99857152
Sat Jan 16 2016 03:10:00 GMT-0800 (PST),121.938649544,9.1187769886,1111.93135148
Sat Jan 16 2016 03:12:00 GMT-0800 (PST),119.141671972,9.24341515343,1101.27593611
Sat Jan 16 2016 03:14:00 GMT-0800 (PST),122.366313254,8.00058213282,979.00173948
Sat Jan 16 2016 03:16:00 GMT-0800 (PST),121.320392217,8.37973634522,1016.63290008
Sat Jan 16 2016 03:18:00 GMT-0800 (PST),117.496992093,8.33295822151,979.097526265
Sat Jan 16 2016 03:20:00 GMT-0800 (PST),119.388404069,8.46404444766,1010.50875858
Sat Jan 16 2016 03:22:00 GMT-0800 (PST),118.302673235,8.07485655465,955.277116407
Sat Jan 16 2016 03:24:00 GMT-0800 (PST),120.797651344,8.2013879433,990.70840131
Sat Jan 16 2016 03:26:00 GMT-0800 (PST),119.111980271,8.71788261642,1038.40426221
Sat Jan 16 2016 03:28:00 GMT-0800 (PST),121.115578301,7.70596257918,933.312114147
Sat Jan 16 2016 03:30:00 GMT-0800 (PST),120.405623432,8.20589526661,988.035935395
Sat Jan 16 2016 03:32:00 GMT-0800 (PST),119.812103866,7.76835509339,930.742967317
Sat Jan 16 2016 03:34:00 GMT-0800 (PST),120.394595614,7.57100152749,911.507667294
Sat Jan 16 2016 03:36:00 GMT-0800 (PST),122.216510209,7.73209620352,944.989814596
Sat Jan 16 2016 03:38:00 GMT-0800 (PST),119.924068648,8.60552612804,1032.00970613
Sat Jan 16 2016 03:40:00 GMT-0800 (PST),117.325541017,7.82672669631,918.27494404
Sat Jan 16 2016 03:42:00 GMT-0800 (PST),119.287106589,8.11103449142,967.541835925
Sat Jan 16 2016 03:44:00 GMT-0800 (PST),120.357823319,8.26060728064,994.228711594
Sat Jan 16 2016 03:46:00 GMT-0800 (PST),119.811871852,8.79501485453,1053.74719268
Sat Jan 16 2016 03:48:00 GMT-0800 (PST),120.402636271,8.885017278,1069.77950359
Sat Jan 16 2016 03:50:00 GMT-0800 (PST),119.742178632,8.63265286836,1033.69266183
Sat Jan 16 2016 03:52:00 GMT-0800 (PST),119.038201275,9.05364559376,1077.72968646
Sat Jan 16 2016 03:54:00 GMT-0800 (PST),120.025578892,8.83479101809,1060.40090633
Sat Jan 16 2016 03:56:00 GMT-0800 (PST),119.680396583,9.42391306885,1127.85765344
Sat Jan 16 2016 03:58:00 GMT-0800 (PST),120.056225399,9.55262346601,1146.85191598
Sat Jan 16 2016 04:00:00 GMT-0800 (PST),122.716740622,8.80302425581,1080.27844429
Sat Jan 16 2016 04:02:00 GMT-0800 (PST),118.529942659,9.73404906698,1153.77627775
Sat Jan 16 2016 04:04:00 GMT-0800 (PST),119.589702294,10.0425967144,1200.99115133
Sat Jan 16 2016 04:06:00 GMT-0800 (PST),121.546899448,9.55514518751,1161.39827132
Sat Jan 16 2016 04:08:00 GMT-0800 (PST),119.675396667,9.41331710428,1126.54245841
Sat Jan 16 2016 04:10:00 GMT-0800 (PST),120.205194352,9.82654188769,1181.20137742
Sat Jan 16 2016 04:12:00 GMT-0800 (PST),114.367756111,9.72122551431,1111.79474872
Sat Jan 16 2016 04:14:00 GMT-0800 (PST),119.848885699,10.1016446244,1210.67085196
Sat Jan 16 2016 04:16:00 GMT-0800 (PST),121.910450645,9.41581256828,1147.88595339
Sat Jan 16 2016 04:18:00 GMT-0800 (PST),118.709890837,9.74575447695,1156.91745008
Sat Jan 16 2016 04:20:00 GMT-0800 (PST),120.348292177,9.33836284398,1123.85602
Sat Jan 16 2016 04:22:00 GMT-0800 (PST),120.973579522,10.3022084051,1246.29502775
Sat Jan 16 2016 04:24:00 GMT-0800 (PST),121.49603781,9.78322728822,1188.62335252
Sat Jan 16 2016 04:26:00 GMT-0800 (PST),118.319657323,10.2925633463,1217.81256811
Sat Jan 16 2016 04:28:00 GMT-0800 (PST),115.24087576,10.1790265468,1173.03993363
Sat Jan 16 2016 04:30:00 GMT-0800 (PST),118.17987333,10.5139080412,1242.53232051
Sat Jan 16 2016 04:32:00 GMT-0800 (PST),123.927937403,9.88311649218,1224.79424199
Sat Jan 16 2016 04:34:00 GMT-0800 (PST),121.352485138,10.4807800953,1271.86871075
Sat Jan 16 2016 04:36:00 GMT-0800 (PST),122.034624659,9.76373999758,1191.51434587
Sat Jan 16 2016 04:38:00 GMT-0800 (PST),120.318221913,10.3875610704,1249.812878
Sat Jan 16 2016 04:40:00 GMT-0800 (PST),120.73637072,9.79266551542,1182.33089401
Sat Jan 16 2016 04:42:00 GMT-0800 (PST),125.703847586,10.0437513387,1262.53818747
Sat Jan 16 2016 04:44:00 GMT-0800 (PST),118.716178466,10.1373058858,1203.4622147
Sat Jan 16 2016 04:46:00 GMT-0800 (PST),118.963510696,10.4018229102,1237.43737104
Sat Jan 16 2016 04:48:00 GMT-0800 (PST),121.307431674,9.95751772713,1207.92090132
Sat Jan 16 2016 04:50:00 GMT-0800 (PST),121.044860258,10.8242627516,1310.22137217
Sat Jan 16 2016 04:52:00 GMT-0800 (PST),120.137343593,10.4356187921,1253.70752043
Sat Jan 16 2016 04:54:00 GMT-0800 (PST),118.669598929,10.2466602643,1215.96706392
Sat Jan 16 2016 04:56:00 GMT-0800 (PST),120.482960394,10.678935535,1286.62976712
Sat Jan 16 2016 04:58:00 GMT-0800 (PST),120.571256468,10.625900879,1281.17822009
Sat Jan 16 2016 05:00:00 GMT-0800 (PST),120.81996494,10.9158873029,1318.85712122
Sat Jan 16 2016 05:02:00 GMT-0800 (PST),119.500478199,11.0817624478,1324.2759118
Sat Jan 16 2016 05:04:00 GMT-0800 (PST),118.428088251,11.1229566758,1317.27049482
Sat Jan 16 2016 05:06:00 GMT-0800 (PST),122.984138333,9.99177043804,1228.82927774
Sat Jan 16 2016 05:08:00 GMT-0800 (PST),121.989460558,10.8925427674,1328.7754163
Sat Jan 16 2016 05:10:00 GMT-0800 (PST),118.174475425,11.1185536171,1313.92924118
Sat Jan 16 2016 05:12:00 GMT-0800 (PST),122.538996502,10.5665490295,1294.81431456
Sat Jan 16 2016 05:14:00 GMT-0800 (PST),123.427318804,10.5964977574,1307.89730691
Sat Jan 16 2016 05:16:00 GMT-0800 (PST),121.928679023,10.6657581712,1300.46180459
Sat Jan 16 2016 05:18:00 GMT-0800 (PST),118.350537478,10.7189896939,1268.59819149
Sat Jan 16 2016 05:20:00 GMT-0800 (PST),118.3230569,9.96656121128,1179.2739893
Sat Jan 16 2016 05:22:00 GMT-0800 (PST),119.103455525,9.71762461349,1157.40267096
Sat Jan 16 2016 05:24:00 GMT-0800 (PST),117.56641902,9.68906602315,1139.10879599
Sat Jan 16 2016 05:26:00 GMT-0800 (PST),123.405367163,9.51766949797,1174.53149893
Sat Jan 16 2016 05:28:00 GMT-0800 (PST),119.277962016,9.13002122167,1089.01032448
Sat Jan 16 2016 05:30:00 GMT-0800 (PST),119.866973384,9.58191411467,1148.55504415
Sat Jan 16 2016 05:32:00 GMT-0800 (PST),120.782339537,8.77864828761,1060.30567815
Sat Jan 16 2016 05:34:00 GMT-0800 (PST),122.743920029,8.79498897963,1079.53142397
Sat Jan 16 2016 05:36:00 GMT-0800 (PST),121.033509859,9.13809217504,1106.01536936
Sat Jan 16 2016 05:38:00 GMT-0800 (PST),119.870794455,9.42667035699,1129.98246476
Sat Jan 16 2016 05:40:00 GMT-0800 (PST),119.67525184,8.46284673416,1012.79331419
Sat Jan 16 2016 05:42:00 GMT-0800 (PST),117.53948,8.63474140106,1014.92301421
Sat Jan 16 2016 05:44:00 GMT-0800 (PST),120.465434775,8.18648496855,986.188471018
Sat Jan 16 2016 05:46:00 GMT-0800 (PST),121.64063365,8.36764342567,1017.84544845
Sat Jan 16 2016 05:48:00 GMT-0800 (PST),116.462566665,8.93923576795,1041.08634156
Sat Jan 16 2016 05:50:00 GMT-0800 (PST),119.447125995,8.62232784582,1029.91228057
Sat Jan 16 2016 05:52:00 GMT-0800 (PST),121.502008662,7.92380763064,962.75854337
Sat Jan 16 2016 05:54:00 GMT-0800 (PST),119.801070301,8.6665847454,1038.26612836
Sat Jan 16 2016 05:56:00 GMT-0800 (PST),121.360027458,8.34396281462,1012.62355629
Sat Jan 16 2016 05:58:00 GMT-0800 (PST),120.792183539,8.04358230511,971.601870109
Sat Jan 16 2016 06:00:00 GMT-0800 (PST),119.194909423,7.47887559358,891.443898966
Sat Jan 16 2016 06:02:00 GMT-0800 (PST),121.646882176,7.73351109247,940.75751267
Sat Jan 16 2016 06:04:00 GMT-0800 (PST),121.150924258,7.87962511069,954.623864963
Sat Jan 16 2016 06:06:00 GMT-0800 (PST),120.777965,7.28775696624,880.200455799
Sat Jan 16 2016 06:08:00 GMT-0800 (PST),118.722113284,7.40537639222,879.181934947
Sat Jan 16 2016 06:10:00 GMT-0800 (PST),118.805360275,7.30159607421,867.468752182
Sat Jan 16 2016 06:12:00 GMT-0800 (PST),115.10626476,7.8899982129,908.18822325
Sat Jan 16 2016 06:14:00 GMT-0800 (PST),119.292630647,7.95513862933,948.989414255
Sat Jan 16 2016 06:16:00 GMT-0800 (PST),120.301237077,7.01052209447,843.37448052
Sat Jan 16 2016 06:18:00 GMT-0800 (PST),117.579504765,8.09290083721,951.559272551
Sat Jan 16 2016 06:20:00 GMT-0800 (PST),121.200534376,7.66591915896,929.113498547
Sat Jan 16 2016 06:22:00 GMT-0800 (PST),119.665855868,7.15767854104,856.529728639
Sat Jan 16 2016 06:24:00 GMT-0800 (PST),121.327073223,7.63087202983,925.831369519
Sat Jan 16 2016 06:26:00 GMT-0800 (PST),121.065425811,7.42025078725,898.33582118
Sat Jan 16 2016 06:28:00 GMT-0800 (PST),120.059669916,7.22256805877,867.139137085
Sat Jan 16 2016 06:30:00 GMT-0800 (PST),116.392999303,7.6158674045,886.4336495
Sat Jan 16 2016 06:32:00 GMT-0800 (PST),118.094308371,7.66724877786,905.458441526
Sat Jan 16 2016 06:34:00 GMT-0800 (PST),118.818401536,7.47812535439,888.538901093
Sat Jan 16 2016 06:36:00 GMT-0800 (PST),121.246492737,7.00416445067,849.2303742
Sat Jan 16 2016 06:38:00 GMT-0800 (PST),119.949600945,6.53652402656,784.05344855
Sat Jan 16 2016 06:40:00 GMT-0800 (PST),122.657137914,6.70908688615,822.917395473
Sat Jan 16 2016 06:42:00 GMT-0800 (PST),122.598862719,6.38642632305,782.968604045
Sat Jan 16 2016 06:44:00 GMT-0800 (PST),118.19715463,7.11725827572,841.239676954
Sat Jan 16 2016 06:46:00 GMT-0800 (PST),117.099982384,7.27729199567,852.170764494
Sat Jan 16 2016 06:48:00 GMT-0800 (PST),119.437552051,7.10996772933,849.197140757
Sat Jan 16 2016 06:50:00 GMT-0800 (PST),118.083531483,6.62289934595,782.055343429
Sat Jan 16 2016 06:52:00 GMT-0800 (PST),121.851565654,6.00658956298,731.912342493
Sat Jan 16 2016 06:54:00 GMT-0800 (PST),120.040792012,6.20995186984,745.447540813
Sat Jan 16 2016 06:56:00 GMT-0800 (PST),118.461556762,6.25542775945,741.027710599
Sat Jan 16 2016 06:58:00 GMT-0800 (PST),116.049566734,7.05122508733,818.29161633
Sat Jan 16 2016 07:00:00 GMT-0800 (PST),117.432874666,6.7387483091,791.350585587
Sat Jan 16 2016 07:02:00 GMT-0800 (PST),119.840294866,6.1771145365,740.267227472
Sat Jan 16 2016 07:04:00 GMT-0800 (PST),119.216539289,6.13832935691,731.790382945
Sat Jan 16 2016 07:06:00 GMT-0800 (PST),117.204756809,6.07806275077,712.377866576
Sat Jan 16 2016 07:08:00 GMT-0800 (PST),121.598654004,6.4621014017,785.782832483
Sat Jan 16 2016 07:10:00 GMT-0800 (PST),122.547789728,5.61869351367,688.558471261
Sat Jan 16 2016 07:12:00 GMT-0800 (PST),121.02048435,6.00161292721,726.318103333
Sat Jan 16 2016 07:14:00 GMT-0800 (PST),118.159516436,5.52852505964,653.247847654
Sat Jan 16 2016 07:16:00 GMT-0800 (PST),117.704925227,6.11494915914,719.759633541
Sat Jan 16 2016 07:18:00 GMT-0800 (PST),119.701414169,5.94817295661,712.004714629
Sat Jan 16 2016 07:20:00 GMT-0800 (PST),119.820153339,5.62470267389,673.952736873
Sat Jan 16 2016 07:22:00 GMT-0800 (PST),120.253069883,6.02417946451,724.426074132
Sat Jan 16 2016 07:24:00 GMT-0800 (PST),119.568704834,5.27854073594,631.148279211
Sat Jan 16 2016 07:26:00 GMT-0800 (PST),121.378419548,5.86109439655,711.410374675
Sat Jan 16 2016 07:28:00 GMT-0800 (PST),119.833509279,5.72900934509,686.527294517
Sat Jan 16 2016 07:30:00 GMT-0800 (PST),116.918571091,5.01959555933,586.883940251
Sat Jan 16 2016 07:32:00 GMT-0800 (PST),121.094819347,5.19829788845,629.486943712
Sat Jan 16 2016 07:34:00 GMT-0800 (PST),120.367009538,4.73594376265,570.051388049
Sat Jan 16 2016 07:36:00 GMT-0800 (PST),118.372534597,5.61945134005,665.188698166
Sat Jan 16 2016 07:38:00 GMT-0800 (PST),116.615129441,4.68791937657,546.68232491
Sat Jan 16 2016 07:40:00 GMT-0800 (PST),122.358652815,4.47400830232,547.433628557
Sat Jan 16 2016 07:42:00 GMT-0800 (PST),119.343726977,5.51842312262,658.589182491
Sat Jan 16 2016 07:44:00 GMT-0800 (PST),120.619988173,5.20038726737,627.270650687
Sat Jan 16 2016 07:46:00 GMT-0800 (PST),118.174608837,5.4072344623,638.99781747
Sat Jan 16 2016 07:48:00 GMT-0800 (PST),122.910819284,4.17414533726,513.047623215
Sat Jan 16 2016 07:50:00 GMT-0800 (PST),118.093922952,4.88692968436,577.116697616
Sat Jan 16 2016 07:52:00 GMT-0800 (PST),120.08872618,5.22531192587,627.50105307
Sat Jan 16 2016 07:54:00 GMT-0800 (PST),120.305745036,4.3216741338,519.922226471
Sat Jan 16 2016 07:56:00 GMT-0800 (PST),121.613394141,5.03436494702,612.246208552
Sat Jan 16 2016 07:58:00 GMT-0800 (PST),122.227558118,4.09847021694,500.946006637
Sat Jan 16 2016 08:00:00 GMT-0800 (PST),120.549643061,4.32290834214,521.12505763
Sat Jan 16 2016 08:02:00 GMT-0800 (PST),118.733877903,4.20170074087,498.884222751
Sat Jan 16 2016 08:04:00 GMT-0800 (PST),121.221839324,4.74861603457,575.635969952
Sat Jan 16 2016 08:06:00 GMT-0800 (PST),120.882734999,4.7845872699,578.373995026
Sat Jan 16 2016 08:08:00 GMT-0800 (PST),120.71656405,5.01966686168,605.956936219
Sat Jan 16 2016 08:10:00 GMT-0800 (PST),120.251091272,4.84958600643,583.168009491
Sat Jan 16 2016 08:12:00 GMT-0800 (PST),122.294070343,4.45418735936,544.720702248
Sat Jan 16 2016 08:14:00 GMT-0800 (PST),122.892919267,3.7884047396,465.568117815
Sat Jan 16 2016 08:16:00 GMT-0800 (PST),122.97428369,4.74051131545,582.960983342
Sat Jan 16 2016 08:18:00 GMT-0800 (PST),120.570965259,3.9882100107,480.862330647
Sat Jan 16 2016 08:20:00 GMT-0800 (PST),117.946453128,4.12210907463,486.188144761
Sat Jan 16 2016 08:22:00 GMT-0800 (PST),119.870530896,4.63758607366,555.909904725
Sat Jan 16 2016 08:24:00 GMT-0800 (PST),117.905528268,4.73109836747,557.822652307
Sat Jan 16 2016 08:26:00 GMT-0800 (PST),121.455563765,4.00256500571,486.133789274
Sat Jan 16 2016 08:28:00 GMT-0800 (PST),121.424696461,4.49112319282,545.333270459
Sat Jan 16 2016 08:30:00 GMT-0800 (PST),125.01704199,4.07621860548,509.596792563
Sat Jan 16 2016 08:32:00 GMT-0800 (PST),121.378205017,3.82020512338,463.689640673
Sat Jan 16 2016 08:34:00 GMT-0800 (PST),119.444606328,3.86400852485,461.534977097
Sat Jan 16 2016 08:36:00 GMT-0800 (PST),122.35649036,3.63333017103,444.561528045
Sat Jan 16 2016 08:38:00 GMT-0800 (PST),120.122191989,4.39994008753,528.530447936
Sat Jan 16 2016 08:40:00 GMT-0800 (PST),118.972927513,3.6974302748,439.894104069
Sat Jan 16 2016 08:42:00 GMT-0800 (PST),118.542245787,3.80734198881,451.330869832
Sat Jan 16 2016 08:44:00 GMT-0800 (PST),119.357864753,3.89264894076,464.618265802
Sat Jan 16 2016 08:46:00 GMT-0800 (PST),116.654870516,3.63207212504,423.698903452
Sat Jan 16 2016 08:48:00 GMT-0800 (PST),117.852379498,3.94638918106,465.091355412
Sat Jan 16 2016 08:50:00 GMT-0800 (PST),120.313077876,4.04599486079,486.786094771
Sat Jan 16 2016 08:52:00 GMT-0800 (PST),120.118768664,4.14138135307,497.457628699
Sat Jan 16 2016 08:54:00 GMT-0800 (PST),119.61439313,4.07818619025,487.80976622
Sat Jan 16 2016 08:56:00 GMT-0800 (PST),121.65780056,3.267956154,397.572358024
Sat Jan 16 2016 08:58:00 GMT-0800 (PST),118.255606555,3.05322463763,361.060931472
Sat Jan 16 2016 09:00:00 GMT-0800 (PST),118.967570482,3.01886001244,359.146441306
Sat Jan 16 2016 09:02:00 GMT-0800 (PST),117.365337728,2.97860235803,349.584671707
Sat Jan 16 2016 09:04:00 GMT-0800 (PST),123.510054467,2.7761219493,342.878973164
Sat Jan 16 2016 09:06:00 GMT-0800 (PST),121.016652063,2.62154117026,317.250135669
Sat Jan 16 2016 09:08:00 GMT-0800 (PST),123.100772368,3.25346552021,400.504118411
Sat Jan 16 2016 09:10:00 GMT-0800 (PST),118.286905085,2.54217946488,300.70654107
Sat Jan 16 2016 09:12:00 GMT-0800 (PST),119.698249954,2.57578346913,308.316773516
Sat Jan 16 2016 09:14:00 GMT-0800 (PST),122.586893506,2.9447556063,360.98844191
Sat Jan 16 2016 09:16:00 GMT-0800 (PST),116.696739281,3.44274312673,401.756897073
Sat Jan 16 2016 09:18:00 GMT-0800 (PST),119.980080378,3.14572647016,377.424514735
Sat Jan 16 2016 09:20:00 GMT-0800 (PST),118.129529559,3.20168192295,378.213179356
Sat Jan 16 2016 09:22:00 GMT-0800 (PST),121.55461666,2.77126996761,336.860658574
Sat Jan 16 2016 09:24:00 GMT-0800 (PST),120.616090098,2.75767161458,332.619567924
Sat Jan 16 2016 09:26:00 GMT-0800 (PST),123.156875387,2.90014935175,357.173332316
Sat Jan 16 2016 09:28:00 GMT-0800 (PST),127.16544297,2.57256469843,327.141329444
Sat Jan 16 2016 09:30:00 GMT-0800 (PST),124.517769943,2.87744096732,358.292532392
Sat Jan 16 2016 09:32:00 GMT-0800 (PST),119.563795055,3.01353880742,360.310136362
Sat Jan 16 2016 09:34:00 GMT-0800 (PST),121.504417121,3.02135604325,367.10810495
