date,Vrms,Irms,Power
Sat Jan 16 2016 00:44:00 GMT-0800 (PST),118.289968251,5.39355029868,638.002893588
Sat Jan 16 2016 00:46:00 GMT-0800 (PST),117.661654693,5.82673965953,685.583829805
Sat Jan 16 2016 00:48:00 GMT-0800 (PST),121.303030546,5.64416734079,684.654603345
Sat Jan 16 2016 00:50:00 GMT-0800 (PST),120.608599241,5.45917790154,658.42379971
Sat Jan 16 2016 00:52:00 GMT-0800 (PST),120.146425353,5.06767292941,608.862787328
Sat Jan 16 2016 00:54:00 GMT-0800 (PST),117.712590283,4.93012960498,580.338326232
Sat Jan 16 2016 00:56:00 GMT-0800 (PST),120.509433456,5.25957961784,633.828959963
Sat Jan 16 2016 00:58:00 GMT-0800 (PST),118.518019007,5.3626159318,635.566616932
Sat Jan 16 2016 01:00:00 GMT-0800 (PST),118.475954123,5.77209558849,683.854532138
Sat Jan 16 2016 01:02:00 GMT-0800 (PST),118.831303674,4.94235835661,587.306886742
Sat Jan 16 2016 01:04:00 GMT-0800 (PST),120.400756299,5.31918166076,640.433494845
Sat Jan 16 2016 01:06:00 GMT-0800 (PST),121.868167792,4.82688984888,588.244222015
Sat Jan 16 2016 01:08:00 GMT-0800 (PST),121.73317507,4.71870979906,574.423526072
Sat Jan 16 2016 01:10:00 GMT-0800 (PST),121.05619478,5.06770711425,613.477339508
Sat Jan 16 2016 01:12:00 GMT-0800 (PST),121.795300961,4.99368757467,608.20768106
Sat Jan 16 2016 01:14:00 GMT-0800 (PST),116.97375539,5.91445008615,691.835437642
Sat Jan 16 2016 01:16:00 GMT-0800 (PST),121.053067752,5.71999358293,692.422770733
Sat Jan 16 2016 01:18:00 GMT-0800 (PST),124.413489341,4.59819396207,572.077355487
Sat Jan 16 2016 01:20:00 GMT-0800 (PST),125.211859023,5.05203730351,632.574982626
Sat Jan 16 2016 01:22:00 GMT-0800 (PST),122.273386682,5.12830169666,627.054816377
Sat Jan 16 2016 01:24:00 GMT-0800 (PST),121.412121148,5.52779190596,671.14094057
Sat Jan 16 2016 01:26:00 GMT-0800 (PST),120.964171867,5.09560061911,616.385109057
Sat Jan 16 2016 01:28:00 GMT-0800 (PST),122.461719639,4.86676006482,595.991806609
Sat Jan 16 2016 01:30:00 GMT-0800 (PST),122.424226247,5.07274372131,621.026725032
Sat Jan 16 2016 01:32:00 GMT-0800 (PST),118.956543733,5.24105561452,623.457861415
Sat Jan 16 2016 01:34:00 GMT-0800 (PST),118.439691049,5.54369568231,656.593603879
Sat Jan 16 2016 01:36:00 GMT-0800 (PST),120.468160497,5.77593577996,695.81635856
Sat Jan 16 2016 01:38:00 GMT-0800 (PST),118.696623649,5.82850082716,691.823369117
Sat Jan 16 2016 01:40:00 GMT-0800 (PST),117.242362974,5.81057105027,681.245080159
Sat Jan 16 2016 01:42:00 GMT-0800 (PST),120.046160936,4.89389391649,587.493176704
Sat Jan 16 2016 01:44:00 GMT-0800 (PST),121.604687753,5.28360594704,642.511251399
Sat Jan 16 2016 01:46:00 GMT-0800 (PST),117.045928849,5.54194746161,648.662388274
Sat Jan 16 2016 01:48:00 GMT-0800 (PST),115.789037044,5.28336679982,611.755954102
Sat Jan 16 2016 01:50:00 GMT-0800 (PST),121.059279334,5.60773804686,678.868726645
Sat Jan 16 2016 01:52:00 GMT-0800 (PST),122.180223926,5.5828934917,682.119176972
Sat Jan 16 2016 01:54:00 GMT-0800 (PST),118.435728954,5.4556093227,646.139067021
Sat Jan 16 2016 01:56:00 GMT-0800 (PST),118.946855886,4.89095653533,581.763902155
Sat Jan 16 2016 01:58:00 GMT-0800 (PST),117.576750314,5.36751465216,631.094930064
Sat Jan 16 2016 02:00:00 GMT-0800 (PST),122.435022612,5.32784804695,652.315196101
Sat Jan 16 2016 02:02:00 GMT-0800 (PST),122.828848721,5.50994740163,676.780495854
Sat Jan 16 2016 02:04:00 GMT-0800 (PST),117.870260388,5.82084044391,686.103978801
Sat Jan 16 2016 02:06:00 GMT-0800 (PST),121.741657626,5.06150610564,616.196143384
Sat Jan 16 2016 02:08:00 GMT-0800 (PST),120.181366712,4.79083637161,575.769262835
Sat Jan 16 2016 02:10:00 GMT-0800 (PST),115.746666854,5.76201225575,666.933712972
Sat Jan 16 2016 02:12:00 GMT-0800 (PST),118.1947692,5.297391667,626.123985441
Sat Jan 16 2016 02:14:00 GMT-0800 (PST),122.453446634,5.46456755928,669.155131998
Sat Jan 16 2016 02:16:00 GMT-0800 (PST),122.61227812,4.90002882598,600.803697208
Sat Jan 16 2016 02:18:00 GMT-0800 (PST),120.060446113,5.6480772769,678.110677545
Sat Jan 16 2016 02:20:00 GMT-0800 (PST),118.628418661,6.00927125374,712.870346136
Sat Jan 16 2016 02:22:00 GMT-0800 (PST),122.193646094,5.60907242348,685.393010631
Sat Jan 16 2016 02:24:00 GMT-0800 (PST),122.006189604,5.54442321656,676.453950207
Sat Jan 16 2016 02:26:00 GMT-0800 (PST),120.412518401,5.88452497553,708.570471899
Sat Jan 16 2016 02:28:00 GMT-0800 (PST),116.990694118,5.62653183554,658.251864919
Sat Jan 16 2016 02:30:00 GMT-0800 (PST),117.753382835,6.00444043258,707.043172967
Sat Jan 16 2016 02:32:00 GMT-0800 (PST),119.981609465,5.47053208674,656.3632444
Sat Jan 16 2016 02:34:00 GMT-0800 (PST),118.705115309,5.97543540816,709.314749147
Sat Jan 16 2016 02:36:00 GMT-0800 (PST),116.25281116,6.36273134502,739.685405517
Sat Jan 16 2016 02:38:00 GMT-0800 (PST),119.720727845,5.60011538517,670.449889928
Sat Jan 16 2016 02:40:00 GMT-0800 (PST),120.94243638,6.32181594836,764.575823141
Sat Jan 16 2016 02:42:00 GMT-0800 (PST),119.971556909,6.4415086955,772.797827044
Sat Jan 16 2016 02:44:00 GMT-0800 (PST),121.142434007,5.71033528838,691.763915828
Sat Jan 16 2016 02:46:00 GMT-0800 (PST),121.354329677,5.98153316997,725.884948286
Sat Jan 16 2016 02:48:00 GMT-0800 (PST),118.835681199,7.02606061074,834.94669882
Sat Jan 16 2016 02:50:00 GMT-0800 (PST),122.215240089,6.52302620378,797.213213601
Sat Jan 16 2016 02:52:00 GMT-0800 (PST),119.394277631,6.50806906774,777.026205113
Sat Jan 16 2016 02:54:00 GMT-0800 (PST),119.084065014,6.48723215077,772.525975202
Sat Jan 16 2016 02:56:00 GMT-0800 (PST),121.14820177,6.51780158837,789.619941924
Sat Jan 16 2016 02:58:00 GMT-0800 (PST),115.118768495,7.33732934661,844.664318421
Sat Jan 16 2016 03:00:00 GMT-0800 (PST),120.203520053,6.30588064423,757.989050468
Sat Jan 16 2016 03:02:00 GMT-0800 (PST),118.864783468,6.9014178107,820.335533693
Sat Jan 16 2016 03:04:00 GMT-0800 (PST),117.8659092,6.51796917297,768.246362707
Sat Jan 16 2016 03:06:00 GMT-0800 (PST),121.733263161,6.63464489136,807.656972536
Sat Jan 16 2016 03:08:00 GMT-0800 (PST),117.343192832,6.92632873145,812.757527953
Sat Jan 16 2016 03:10:00 GMT-0800 (PST),118.988684302,6.75120090037,803.316512591
Sat Jan 16 2016 03:12:00 GMT-0800 (PST),115.392408636,7.7679638874,896.364063167
Sat Jan 16 2016 03:14:00 GMT-0800 (PST),121.553166286,6.64568937135,807.804585239
Sat Jan 16 2016 03:16:00 GMT-0800 (PST),121.37705332,7.0468932061,855.331132416
Sat Jan 16 2016 03:18:00 GMT-0800 (PST),121.649165383,7.18547990747,874.107633617
Sat Jan 16 2016 03:20:00 GMT-0800 (PST),119.906168356,6.81004143201,816.565974459
Sat Jan 16 2016 03:22:00 GMT-0800 (PST),120.931148852,6.5781826259,795.507182306
Sat Jan 16 2016 03:24:00 GMT-0800 (PST),119.496310499,7.47460769201,893.188041624
Sat Jan 16 2016 03:26:00 GMT-0800 (PST),119.194835054,6.4852109709,773.003651969
Sat Jan 16 2016 03:28:00 GMT-0800 (PST),117.488630181,6.87100840917,807.265365956
Sat Jan 16 2016 03:30:00 GMT-0800 (PST),119.812151466,6.58377600774,788.816368258
Sat Jan 16 2016 03:32:00 GMT-0800 (PST),121.244306982,7.14042087489,865.73538054
Sat Jan 16 2016 03:34:00 GMT-0800 (PST),123.867018314,6.39128195611,791.669039109
Sat Jan 16 2016 03:36:00 GMT-0800 (PST),117.043527091,6.65976635527,779.482543822
Sat Jan 16 2016 03:38:00 GMT-0800 (PST),114.999706116,6.45084563341,741.845352044
Sat Jan 16 2016 03:40:00 GMT-0800 (PST),121.746353083,5.95864369956,725.44313974
Sat Jan 16 2016 03:42:00 GMT-0800 (PST),120.154426982,6.30241589632,757.263170624
Sat Jan 16 2016 03:44:00 GMT-0800 (PST),117.731772582,6.53165897661,768.983789219
Sat Jan 16 2016 03:46:00 GMT-0800 (PST),121.440687528,6.29798847275,764.832050172
Sat Jan 16 2016 03:48:00 GMT-0800 (PST),120.158000218,5.73522959159,689.133718516
Sat Jan 16 2016 03:50:00 GMT-0800 (PST),119.706090209,6.23345411291,746.182420354
Sat Jan 16 2016 03:52:00 GMT-0800 (PST),118.276759937,6.40273699578,757.294986588
Sat Jan 16 2016 03:54:00 GMT-0800 (PST),120.804228435,5.95180392556,719.003081023
Sat Jan 16 2016 03:56:00 GMT-0800 (PST),116.605884957,6.49118093961,756.909897879
Sat Jan 16 2016 03:58:00 GMT-0800 (PST),119.164605136,6.36106552444,758.013861462
Sat Jan 16 2016 04:00:00 GMT-0800 (PST),120.113859044,5.9510942285,714.808893321
Sat Jan 16 2016 04:02:00 GMT-0800 (PST),121.303719012,5.99126917032,726.763231961
Sat Jan 16 2016 04:04:00 GMT-0800 (PST),121.123868121,5.50940299278,667.320201524
Sat Jan 16 2016 04:06:00 GMT-0800 (PST),121.125960507,5.53618545041,670.575780227
Sat Jan 16 2016 04:08:00 GMT-0800 (PST),120.167209114,4.95160961852,595.021108479
Sat Jan 16 2016 04:10:00 GMT-0800 (PST),120.018629189,5.66614089772,680.042463335
Sat Jan 16 2016 04:12:00 GMT-0800 (PST),119.566270386,5.44042754929,650.491631375
Sat Jan 16 2016 04:14:00 GMT-0800 (PST),122.412137959,4.78751248656,586.049638984
Sat Jan 16 2016 04:16:00 GMT-0800 (PST),117.808407233,4.89144610356,576.253474526
Sat Jan 16 2016 04:18:00 GMT-0800 (PST),120.184618922,4.7610472277,572.204646732
Sat Jan 16 2016 04:20:00 GMT-0800 (PST),119.803122838,4.90706213271,587.881367459
Sat Jan 16 2016 04:22:00 GMT-0800 (PST),115.931627473,4.66812718418,541.183581714
Sat Jan 16 2016 04:24:00 GMT-0800 (PST),120.484893718,4.80702406331,579.173783368
Sat Jan 16 2016 04:26:00 GMT-0800 (PST),119.980484869,4.64832669353,557.708490517
Sat Jan 16 2016 04:28:00 GMT-0800 (PST),120.872528439,4.32182180726,522.389529308
Sat Jan 16 2016 04:30:00 GMT-0800 (PST),123.980387122,4.98563313831,618.120726535
Sat Jan 16 2016 04:32:00 GMT-0800 (PST),117.291267398,5.19951030518,609.857153542
Sat Jan 16 2016 04:34:00 GMT-0800 (PST),121.808088075,4.5030679927,548.510102662
Sat Jan 16 2016 04:36:00 GMT-0800 (PST),117.126022129,4.9255124402,576.905679068
Sat Jan 16 2016 04:38:00 GMT-0800 (PST),118.62819497,4.93774462902,585.755732565
Sat Jan 16 2016 04:40:00 GMT-0800 (PST),119.477486134,4.19178080871,500.823433448
Sat Jan 16 2016 04:42:00 GMT-0800 (PST),120.319620925,4.45760051867,536.336804639
Sat Jan 16 2016 04:44:00 GMT-0800 (PST),121.519059446,4.53953253161,551.639723564
Sat Jan 16 2016 04:46:00 GMT-0800 (PST),117.792449642,4.8474783339,570.996347535
Sat Jan 16 2016 04:48:00 GMT-0800 (PST),120.488061601,4.18535181389,504.284927174
Sat Jan 16 2016 04:50:00 GMT-0800 (PST),118.171312694,4.91062203614,580.294652153
Sat Jan 16 2016 04:52:00 GMT-0800 (PST),118.129060402,3.97878728689,470.010403741
Sat Jan 16 2016 04:54:00 GMT-0800 (PST),122.686904115,4.02968883237,494.390047389
Sat Jan 16 2016 04:56:00 GMT-0800 (PST),120.885894214,3.99002192332,482.337368135
Sat Jan 16 2016 04:58:00 GMT-0800 (PST),121.661780549,4.34347648851,528.435083364
Sat Jan 16 2016 05:00:00 GMT-0800 (PST),119.259414786,4.70291923179,560.867395369
Sat Jan 16 2016 05:02:00 GMT-0800 (PST),120.779650511,4.14976335243,501.206967409
Sat Jan 16 2016 05:04:00 GMT-0800 (PST),121.596341532,4.6167112341,561.375195975
Sat Jan 16 2016 05:06:00 GMT-0800 (PST),120.947754933,4.11304385317,497.463419981
Sat Jan 16 2016 05:08:00 GMT-0800 (PST),119.324577122,4.56257520307,544.427356693
Sat Jan 16 2016 05:10:00 GMT-0800 (PST),120.278610035,4.24786972351,510.927865953
Sat Jan 16 2016 05:12:00 GMT-0800 (PST),122.236012526,4.50044080519,550.115938634
Sat Jan 16 2016 05:14:00 GMT-0800 (PST),121.108088544,4.59900496061,556.976699984
Sat Jan 16 2016 05:16:00 GMT-0800 (PST),118.075116446,4.05135036854,478.36366653
Sat Jan 16 2016 05:18:00 GMT-0800 (PST),121.969551287,4.30048492717,524.528216886
Sat Jan 16 2016 05:20:00 GMT-0800 (PST),118.830169655,3.93172730644,467.207822861
Sat Jan 16 2016 05:22:00 GMT-0800 (PST),120.299102983,3.88831745622,467.761102096
Sat Jan 16 2016 05:24:00 GMT-0800 (PST),119.007872943,3.9816665604,473.849668124
Sat Jan 16 2016 05:26:00 GMT-0800 (PST),119.181296792,4.48621135422,534.672486878
Sat Jan 16 2016 05:28:00 GMT-0800 (PST),122.432761326,3.63029926991,444.467564055
Sat Jan 16 2016 05:30:00 GMT-0800 (PST),117.548269974,4.397871068,516.962135614
Sat Jan 16 2016 05:32:00 GMT-0800 (PST),120.662149744,3.75549025207,453.145527158
Sat Jan 16 2016 05:34:00 GMT-0800 (PST),119.421564313,4.4462274079,530.975432344
Sat Jan 16 2016 05:36:00 GMT-0800 (PST),122.113890908,3.85669407221,470.9559192
Sat Jan 16 2016 05:38:00 GMT-0800 (PST),117.615053274,3.98543174405,468.746766897
Sat Jan 16 2016 05:40:00 GMT-0800 (PST),122.178462644,3.38814543033,413.958399891
Sat Jan 16 2016 05:42:00 GMT-0800 (PST),119.607416348,4.0792397499,487.907327149
Sat Jan 16 2016 05:44:00 GMT-0800 (PST),123.723738082,3.22076120561,398.484615827
Sat Jan 16 2016 05:46:00 GMT-0800 (PST),123.018029268,3.89459344761,479.105210726
Sat Jan 16 2016 05:48:00 GMT-0800 (PST),121.142680951,3.98934424745,483.279857373
Sat Jan 16 2016 05:50:00 GMT-0800 (PST),119.83252507,3.51395003459,421.085505616
Sat Jan 16 2016 05:52:00 GMT-0800 (PST),116.346738922,3.89124881298,452.734109725
Sat Jan 16 2016 05:54:00 GMT-0800 (PST),114.602054958,3.48227688905,399.076087418
Sat Jan 16 2016 05:56:00 GMT-0800 (PST),120.867810056,3.91734779365,473.481249045
Sat Jan 16 2016 05:58:00 GMT-0800 (PST),118.890600284,3.39743147019,403.922666916
Sat Jan 16 2016 06:00:00 GMT-0800 (PST),121.269261277,3.51050354852,425.716172037
Sat Jan 16 2016 06:02:00 GMT-0800 (PST),118.502847546,3.69880509981,438.318936845
Sat Jan 16 2016 06:04:00 GMT-0800 (PST),120.362264649,3.40255034733,409.538665388
Sat Jan 16 2016 06:06:00 GMT-0800 (PST),119.993775917,4.03223623431,483.843251143
Sat Jan 16 2016 06:08:00 GMT-0800 (PST),122.469537945,3.59384314945,440.136309961
Sat Jan 16 2016 06:10:00 GMT-0800 (PST),118.641414006,3.83538102805,455.03502842
Sat Jan 16 2016 06:12:00 GMT-0800 (PST),121.934346691,3.3563215829,409.250879495
Sat Jan 16 2016 06:14:00 GMT-0800 (PST),118.907142724,3.50551078076,416.830270728
Sat Jan 16 2016 06:16:00 GMT-0800 (PST),117.82515141,3.17111525356,373.637134889
Sat Jan 16 2016 06:18:00 GMT-0800 (PST),120.811900861,3.23452938058,390.769642857
Sat Jan 16 2016 06:20:00 GMT-0800 (PST),119.951356841,3.22760433179,387.155518943
Sat Jan 16 2016 06:22:00 GMT-0800 (PST),121.160692595,3.1190163605,377.902182452
Sat Jan 16 2016 06:24:00 GMT-0800 (PST),119.549954738,3.70317572509,442.714490322
Sat Jan 16 2016 06:26:00 GMT-0800 (PST),118.44521697,3.5004366697,414.609980832
Sat Jan 16 2016 06:28:00 GMT-0800 (PST),119.027726376,3.11620005132,370.91420704
Sat Jan 16 2016 06:30:00 GMT-0800 (PST),117.170986068,3.52511951532,413.041729617
Sat Jan 16 2016 06:32:00 GMT-0800 (PST),119.958303194,3.80349433565,456.260726711
Sat Jan 16 2016 06:34:00 GMT-0800 (PST),116.281268043,3.15376789084,366.724129459
Sat Jan 16 2016 06:36:00 GMT-0800 (PST),118.321244862,3.10457353592,367.337005535
Sat Jan 16 2016 06:38:00 GMT-0800 (PST),118.541851425,3.02668414477,358.7887422
Sat Jan 16 2016 06:40:00 GMT-0800 (PST),120.128952416,3.10931736217,373.519037448
Sat Jan 16 2016 06:42:00 GMT-0800 (PST),123.367303642,3.62776417369,447.547484357
Sat Jan 16 2016 06:44:00 GMT-0800 (PST),120.911849542,3.03278617247,366.699785378
Sat Jan 16 2016 06:46:00 GMT-0800 (PST),124.343467389,2.97648775312,370.106807864
Sat Jan 16 2016 06:48:00 GMT-0800 (PST),117.978337066,3.30465879687,389.878149425
Sat Jan 16 2016 06:50:00 GMT-0800 (PST),121.8209245,2.96108072065,360.721590908
Sat Jan 16 2016 06:52:00 GMT-0800 (PST),120.082541988,3.67333292471,441.103155166
Sat Jan 16 2016 06:54:00 GMT-0800 (PST),117.736024458,3.61133394967,425.184102226
Sat Jan 16 2016 06:56:00 GMT-0800 (PST),122.836935861,3.66443471724,450.127932328
Sat Jan 16 2016 06:58:00 GMT-0800 (PST),121.138699976,3.57281044487,432.805612552
Sat Jan 16 2016 07:00:00 GMT-0800 (PST),120.100806507,2.72091132977,326.78364514
Sat Jan 16 2016 07:02:00 GMT-0800 (PST),117.722208637,3.20015281334,376.729057163
Sat Jan 16 2016 07:04:00 GMT-0800 (PST),118.830178341,3.01069382353,357.761283979
Sat Jan 16 2016 07:06:00 GMT-0800 (PST),120.18848132,2.82181352169,339.149481739
Sat Jan 16 2016 07:08:00 GMT-0800 (PST),119.184966897,3.49172056514,416.16059997
Sat Jan 16 2016 07:10:00 GMT-0800 (PST),116.806936152,3.28374671208,383.564392536
Sat Jan 16 2016 07:12:00 GMT-0800 (PST),123.065106614,3.2272045262,397.156269082
Sat Jan 16 2016 07:14:00 GMT-0800 (PST),117.609885333,3.72842264544,438.499359802
Sat Jan 16 2016 07:16:00 GMT-0800 (PST),119.565365079,4.05365096299,484.676257293
Sat Jan 16 2016 07:18:00 GMT-0800 (PST),116.765748308,4.00898238912,468.111828617
Sat Jan 16 2016 07:20:00 GMT-0800 (PST),120.300522553,3.14860705848,378.77907445
Sat Jan 16 2016 07:22:00 GMT-0800 (PST),119.501796136,3.91430942777,467.767007248
Sat Jan 16 2016 07:24:00 GMT-0800 (PST),120.340209068,4.0499075587,487.366722321
Sat Jan 16 2016 07:26:00 GMT-0800 (PST),116.096057034,5.89055922839,683.870700142
Sat Jan 16 2016 07:28:00 GMT-0800 (PST),117.75234545,6.38349043321,751.670970667
Sat Jan 16 2016 07:30:00 GMT-0800 (PST),122.244403311,6.66476760574,814.730539168
Sat Jan 16 2016 07:32:00 GMT-0800 (PST),120.010974252,7.50031596577,900.120226248
Sat Jan 16 2016 07:34:00 GMT-0800 (PST),117.68978633,7.50942817973,883.782997931
Sat Jan 16 2016 07:36:00 GMT-0800 (PST),120.255424301,8.23665288803,990.502187873
Sat Jan 16 2016 07:38:00 GMT-0800 (PST),120.451418954,8.22154528293,990.296795322
Sat Jan 16 2016 07:40:00 GMT-0800 (PST),120.420827206,7.89394142298,950.594956073
Sat Jan 16 2016 07:42:00 GMT-0800 (PST),119.149699356,8.20157252857,977.214901028
Sat Jan 16 2016 07:44:00 GMT-0800 (PST),118.898720482,8.93183227378,1061.98342891
Sat Jan 16 2016 07:46:00 GMT-0800 (PST),118.575248351,8.38504639869,994.258959158
Sat Jan 16 2016 07:48:00 GMT-0800 (PST),116.889042447,9.04297942098,1057.02520538
Sat Jan 16 2016 07:50:00 GMT-0800 (PST),118.683591277,9.56694014586,1135.43881404
Sat Jan 16 2016 07:52:00 GMT-0800 (PST),121.708307025,8.8115360479,1072.43713468
Sat Jan 16 2016 07:54:00 GMT-0800 (PST),116.269585231,9.83459307139,1143.46405733
Sat Jan 16 2016 07:56:00 GMT-0800 (PST),122.080753584,8.93148338138,1090.36222182
Sat Jan 16 2016 07:58:00 GMT-0800 (PST),123.812055351,8.86977443434,1098.18500321
Sat Jan 16 2016 08:00:00 GMT-0800 (PST),119.852475821,9.64008207199,1155.38770344
Sat Jan 16 2016 08:02:00 GMT-0800 (PST),117.163175838,10.0910993642,1182.30524921
Sat Jan 16 2016 08:04:00 GMT-0800 (PST),119.753290894,9.53307860587,1141.6175354
Sat Jan 16 2016 08:06:00 GMT-0800 (PST),120.097182063,10.5051033866,1261.63331402
Sat Jan 16 2016 08:08:00 GMT-0800 (PST),116.218159734,10.9275529823,1269.980098
Sat Jan 16 2016 08:10:00 GMT-0800 (PST),123.819595871,9.9199693952,1228.28660157
Sat Jan 16 2016 08:12:00 GMT-0800 (PST),120.821821923,10.4306000144,1260.24409749
Sat Jan 16 2016 08:14:00 GMT-0800 (PST),117.561555242,11.0368983034,1297.51492959
Sat Jan 16 2016 08:16:00 GMT-0800 (PST),123.209759604,10.2777736722,1266.32202342
Sat Jan 16 2016 08:18:00 GMT-0800 (PST),120.682218687,11.2443241318,1356.98998386
Sat Jan 16 2016 08:20:00 GMT-0800 (PST),117.684672513,11.5084527498,1354.36849299
Sat Jan 16 2016 08:22:00 GMT-0800 (PST),123.235041891,10.5742116555,1303.11341634
Sat Jan 16 2016 08:24:00 GMT-0800 (PST),120.901095574,11.2668728815,1362.17727506
Sat Jan 16 2016 08:26:00 GMT-0800 (PST),119.634908577,11.6545261001,1394.28816448
Sat Jan 16 2016 08:28:00 GMT-0800 (PST),119.473213741,12.2372669773,1462.02561319
Sat Jan 16 2016 08:30:00 GMT-0800 (PST),119.046395641,12.4942287589,1487.39290005
Sat Jan 16 2016 08:32:00 GMT-0800 (PST),122.837498219,11.8255402311,1452.61977708
Sat Jan 16 2016 08:34:00 GMT-0800 (PST),120.069170547,12.1901787765,1463.66465452
Sat Jan 16 2016 08:36:00 GMT-0800 (PST),117.751000868,13.1285464504,1545.89948448
Sat Jan 16 2016 08:38:00 GMT-0800 (PST),120.735087206,12.7639037322,1541.0510302
Sat Jan 16 2016 08:40:00 GMT-0800 (PST),120.49511048,12.7627634138,1537.85058757
Sat Jan 16 2016 08:42:00 GMT-0800 (PST),121.344673059,13.0383773569,1582.1376376
Sat Jan 16 2016 08:44:00 GMT-0800 (PST),118.450477328,13.4967041859,1598.69105317
Sat Jan 16 2016 08:46:00 GMT-0800 (PST),118.610608311,13.8406914618,1641.65283373
Sat Jan 16 2016 08:48:00 GMT-0800 (PST),122.703635266,13.7082483613,1682.05190706
Sat Jan 16 2016 08:50:00 GMT-0800 (PST),120.084194937,13.7065437117,1645.93926699
Sat Jan 16 2016 08:52:00 GMT-0800 (PST),118.608633577,14.0832719703,1670.3976447
Sat Jan 16 2016 08:54:00 GMT-0800 (PST),124.471062187,13.8485624368,1723.74527626
Sat Jan 16 2016 08:56:00 GMT-0800 (PST),117.565671148,14.5721413328,1713.18357585
Sat Jan 16 2016 08:58:00 GMT-0800 (PST),121.31635297,14.372775419,1743.6526959
Sat Jan 16 2016 09:00:00 GMT-0800 (PST),121.097786711,14.7159656935,1782.0708748
Sat Jan 16 2016 09:02:00 GMT-0800 (PST),121.143498991,14.3571170001,1739.27138881
Sat Jan 16 2016 09:04:00 GMT-0800 (PST),119.328690527,14.5212563644,1732.80250677
Sat Jan 16 2016 09:06:00 GMT-0800 (PST),124.069209792,14.6776013282,1821.03839844
Sat Jan 16 2016 09:08:00 GMT-0800 (PST),115.928823943,15.2203114691,1764.47280866
Sat Jan 16 2016 09:10:00 GMT-0800 (PST),120.717791252,14.9454505042,1804.18177412
Sat Jan 16 2016 09:12:00 GMT-0800 (PST),118.577409447,15.0677854761,1786.69896786
Sat Jan 16 2016 09:14:00 GMT-0800 (PST),122.468757499,15.1166653593,1851.31922408
Sat Jan 16 2016 09:16:00 GMT-0800 (PST),118.043136141,15.0140919934,1772.31050521
Sat Jan 16 2016 09:18:00 GMT-0800 (PST),118.643502495,15.2898232026,1814.03817729
Sat Jan 16 2016 09:20:00 GMT-0800 (PST),122.181279157,14.2244481157,1737.96126608
Sat Jan 16 2016 09:22:00 GMT-0800 (PST),119.887710997,15.0754123529,1807.35667933
Sat Jan 16 2016 09:24:00 GMT-0800 (PST),119.694004502,14.9970688272,1795.05922372
Sat Jan 16 2016 09:26:00 GMT-0800 (PST),119.900025812,14.4190922508,1728.84953306
Sat Jan 16 2016 09:28:00 GMT-0800 (PST),120.377883288,14.8641099684,1789.31009496
Sat Jan 16 2016 09:30:00 GMT-0800 (PST),120.423356265,14.6068559249,1759.00661495
Sat Jan 16 2016 09:32:00 GMT-0800 (PST),122.176409396,14.3815406532,1757.0849986
Sat Jan 16 2016 09:34:00 GMT-0800 (PST),122.136582021,13.8414008679,1690.54139239
Sat Jan 16 2016 09:36:00 GMT-0800 (PST),124.343132081,13.8527644273,1722.49611688
