date,Vrms,Irms,Power
Sat Jan 16 2016 02:22:00 GMT-0800 (PST),120.029988559,1.38751887123,166.543874239
Sat Jan 16 2016 02:24:00 GMT-0800 (PST),119.498392234,1.9290171034,230.514442447
Sat Jan 16 2016 02:26:00 GMT-0800 (PST),115.982136288,2.21316619222,256.687742933
Sat Jan 16 2016 02:28:00 GMT-0800 (PST),120.052781324,1.96298219485,235.661472181
Sat Jan 16 2016 02:30:00 GMT-0800 (PST),122.535966703,1.49912090626,183.696229453
Sat Jan 16 2016 02:32:00 GMT-0800 (PST),117.897677432,2.08657445919,246.002282528
Sat Jan 16 2016 02:34:00 GMT-0800 (PST),119.834967765,2.02487744638,242.651123516
Sat Jan 16 2016 02:36:00 GMT-0800 (PST),119.773165141,1.32494672318,158.693062678
Sat Jan 16 2016 02:38:00 GMT-0800 (PST),117.663782004,2.15820401497,253.942446737
Sat Jan 16 2016 02:40:00 GMT-0800 (PST),120.671485028,1.75986775566,212.36585553
Sat Jan 16 2016 02:42:00 GMT-0800 (PST),119.752960022,1.50261147692,179.942172125
Sat Jan 16 2016 02:44:00 GMT-0800 (PST),113.409178212,1.84157917301,208.851980624
Sat Jan 16 2016 02:46:00 GMT-0800 (PST),121.153595028,1.27907375714,154.964383982
Sat Jan 16 2016 02:48:00 GMT-0800 (PST),125.856875947,1.68781561779,212.42320083
Sat Jan 16 2016 02:50:00 GMT-0800 (PST),118.812390544,1.87971089307,223.332944738
Sat Jan 16 2016 02:52:00 GMT-0800 (PST),121.348325249,1.13696693543,137.969033477
Sat Jan 16 2016 02:54:00 GMT-0800 (PST),120.731556461,2.05980470036,248.683427481
Sat Jan 16 2016 02:56:00 GMT-0800 (PST),122.121135556,2.04364757358,249.572562361
Sat Jan 16 2016 02:58:00 GMT-0800 (PST),119.239105817,1.40619759106,167.673743359
Sat Jan 16 2016 03:00:00 GMT-0800 (PST),121.213903419,2.03526009942,246.701821125
Sat Jan 16 2016 03:02:00 GMT-0800 (PST),119.238198734,1.96611034294,234.435455804
Sat Jan 16 2016 03:04:00 GMT-0800 (PST),119.81538292,1.3258308557,158.854931662
Sat Jan 16 2016 03:06:00 GMT-0800 (PST),118.541335203,1.6381253818,194.185569989
Sat Jan 16 2016 03:08:00 GMT-0800 (PST),124.849940685,1.73189320729,216.226764202
Sat Jan 16 2016 03:10:00 GMT-0800 (PST),115.501233047,1.6342011503,188.752247906
Sat Jan 16 2016 03:12:00 GMT-0800 (PST),118.745848761,1.81287691387,215.271607836
Sat Jan 16 2016 03:14:00 GMT-0800 (PST),120.64159912,2.28509735205,275.677798696
Sat Jan 16 2016 03:16:00 GMT-0800 (PST),123.973289529,1.69288651679,209.872710286
Sat Jan 16 2016 03:18:00 GMT-0800 (PST),119.895019209,1.40627926698,168.605879728
Sat Jan 16 2016 03:20:00 GMT-0800 (PST),119.626673671,1.48996659124,178.239747191
Sat Jan 16 2016 03:22:00 GMT-0800 (PST),122.142882745,1.59281817602,194.551403707
Sat Jan 16 2016 03:24:00 GMT-0800 (PST),119.107842574,1.92935064416,229.800792794
Sat Jan 16 2016 03:26:00 GMT-0800 (PST),119.271183173,1.77691194989,211.934390657
Sat Jan 16 2016 03:28:00 GMT-0800 (PST),121.987582313,2.40385821911,293.240852372
Sat Jan 16 2016 03:30:00 GMT-0800 (PST),118.622941923,2.25917019336,267.98941464
Sat Jan 16 2016 03:32:00 GMT-0800 (PST),122.880369203,2.46495309274,302.894346103
Sat Jan 16 2016 03:34:00 GMT-0800 (PST),120.438633621,2.58675016072,311.544654877
Sat Jan 16 2016 03:36:00 GMT-0800 (PST),119.896937932,2.24067907544,268.650560034
Sat Jan 16 2016 03:38:00 GMT-0800 (PST),121.806411356,2.2119018765,269.423829848
Sat Jan 16 2016 03:40:00 GMT-0800 (PST),116.87429138,2.25363933664,263.392500495
Sat Jan 16 2016 03:42:00 GMT-0800 (PST),118.987817581,2.23230116035,265.616643255
Sat Jan 16 2016 03:44:00 GMT-0800 (PST),116.211953563,2.61500442448,303.894772744
Sat Jan 16 2016 03:46:00 GMT-0800 (PST),117.871938816,2.27116306827,267.706394225
Sat Jan 16 2016 03:48:00 GMT-0800 (PST),118.222877945,2.68731184313,317.70174003
Sat Jan 16 2016 03:50:00 GMT-0800 (PST),120.405029254,2.42521901577,292.008566541
Sat Jan 16 2016 03:52:00 GMT-0800 (PST),118.657285263,2.78409700018,330.35339195
Sat Jan 16 2016 03:54:00 GMT-0800 (PST),116.483197997,2.8207073021,328.565007162
Sat Jan 16 2016 03:56:00 GMT-0800 (PST),121.535661982,2.89134954239,351.402080657
Sat Jan 16 2016 03:58:00 GMT-0800 (PST),122.585697241,2.78053648634,340.854003881
Sat Jan 16 2016 04:00:00 GMT-0800 (PST),119.722244573,2.26266816797,270.891711792
Sat Jan 16 2016 04:02:00 GMT-0800 (PST),121.076352626,2.19161280019,265.352484215
Sat Jan 16 2016 04:04:00 GMT-0800 (PST),117.882374094,2.86852911361,338.149022071
Sat Jan 16 2016 04:06:00 GMT-0800 (PST),121.545650127,3.08707123612,375.220080382
Sat Jan 16 2016 04:08:00 GMT-0800 (PST),120.591720977,2.34749608605,283.088593004
Sat Jan 16 2016 04:10:00 GMT-0800 (PST),121.371881122,2.65427689553,322.15457983
Sat Jan 16 2016 04:12:00 GMT-0800 (PST),121.855325391,2.87701024131,350.57901911
Sat Jan 16 2016 04:14:00 GMT-0800 (PST),123.049937776,2.96513882468,364.860147875
Sat Jan 16 2016 04:16:00 GMT-0800 (PST),120.629166475,2.50755524484,302.484299077
Sat Jan 16 2016 04:18:00 GMT-0800 (PST),119.75305497,3.45279618961,413.482891896
Sat Jan 16 2016 04:20:00 GMT-0800 (PST),120.551359805,3.39423327756,409.179437107
Sat Jan 16 2016 04:22:00 GMT-0800 (PST),118.940925836,2.83549126415,337.255956157
Sat Jan 16 2016 04:24:00 GMT-0800 (PST),119.025697916,2.97411543213,353.996164993
Sat Jan 16 2016 04:26:00 GMT-0800 (PST),123.533798072,3.78956188174,468.138972279
Sat Jan 16 2016 04:28:00 GMT-0800 (PST),120.556844708,3.72644606225,449.24857924
Sat Jan 16 2016 04:30:00 GMT-0800 (PST),118.0186327,4.0029626565,472.424179471
Sat Jan 16 2016 04:32:00 GMT-0800 (PST),120.790285971,3.34166042533,403.640118394
Sat Jan 16 2016 04:34:00 GMT-0800 (PST),119.843050291,3.57377490919,428.292086169
Sat Jan 16 2016 04:36:00 GMT-0800 (PST),119.077233151,3.53907200554,421.422902341
Sat Jan 16 2016 04:38:00 GMT-0800 (PST),120.927445247,4.00116950001,483.851205635
Sat Jan 16 2016 04:40:00 GMT-0800 (PST),118.151536773,3.40054163658,401.779220223
Sat Jan 16 2016 04:42:00 GMT-0800 (PST),118.205254655,4.08029777179,482.312637182
Sat Jan 16 2016 04:44:00 GMT-0800 (PST),121.886302293,3.7027083495,451.309429192
Sat Jan 16 2016 04:46:00 GMT-0800 (PST),119.654718119,3.50999794996,419.987815299
Sat Jan 16 2016 04:48:00 GMT-0800 (PST),117.841980924,3.33771178939,393.322569014
Sat Jan 16 2016 04:50:00 GMT-0800 (PST),119.274801516,3.36511319598,401.37320853
Sat Jan 16 2016 04:52:00 GMT-0800 (PST),119.14560863,3.17901824876,378.766064096
Sat Jan 16 2016 04:54:00 GMT-0800 (PST),119.010257575,3.23665764524,385.195460043
Sat Jan 16 2016 04:56:00 GMT-0800 (PST),123.227107179,3.05764866235,376.785199432
Sat Jan 16 2016 04:58:00 GMT-0800 (PST),122.866858956,3.54649288376,435.746440938
Sat Jan 16 2016 05:00:00 GMT-0800 (PST),120.079581738,3.74628529323,449.852371081
Sat Jan 16 2016 05:02:00 GMT-0800 (PST),118.004867002,3.25792288016,384.450756177
Sat Jan 16 2016 05:04:00 GMT-0800 (PST),116.844594008,3.63781683888,425.059231614
Sat Jan 16 2016 05:06:00 GMT-0800 (PST),123.501730481,3.264690599,403.194938463
Sat Jan 16 2016 05:08:00 GMT-0800 (PST),120.080150323,3.30762492107,397.180097734
Sat Jan 16 2016 05:10:00 GMT-0800 (PST),120.368436112,3.78991568269,456.186223722
Sat Jan 16 2016 05:12:00 GMT-0800 (PST),116.989385326,3.88182667477,454.132516624
Sat Jan 16 2016 05:14:00 GMT-0800 (PST),118.877945524,4.1418512469,492.374766897
Sat Jan 16 2016 05:16:00 GMT-0800 (PST),121.81484509,4.68294912686,570.452722454
Sat Jan 16 2016 05:18:00 GMT-0800 (PST),124.754278896,4.5289489556,565.005761114
Sat Jan 16 2016 05:20:00 GMT-0800 (PST),121.698148952,5.37557810477,654.197904895
Sat Jan 16 2016 05:22:00 GMT-0800 (PST),119.319602842,5.18490588514,618.660910988
Sat Jan 16 2016 05:24:00 GMT-0800 (PST),119.065840904,5.48616017122,653.214274118
Sat Jan 16 2016 05:26:00 GMT-0800 (PST),116.772884928,6.07143457647,708.978931144
Sat Jan 16 2016 05:28:00 GMT-0800 (PST),120.741453876,6.17210299923,745.228689602
Sat Jan 16 2016 05:30:00 GMT-0800 (PST),119.722030189,7.02463287579,841.003309225
Sat Jan 16 2016 05:32:00 GMT-0800 (PST),116.29512005,6.82102087015,793.251440956
Sat Jan 16 2016 05:34:00 GMT-0800 (PST),119.323237759,7.09318794375,846.382151482
Sat Jan 16 2016 05:36:00 GMT-0800 (PST),118.597310804,7.35937744922,872.802374671
Sat Jan 16 2016 05:38:00 GMT-0800 (PST),120.646233128,7.90479864912,953.684180654
Sat Jan 16 2016 05:40:00 GMT-0800 (PST),120.767034123,7.97156824904,962.702654746
Sat Jan 16 2016 05:42:00 GMT-0800 (PST),117.946906848,8.10740283751,956.243087253
Sat Jan 16 2016 05:44:00 GMT-0800 (PST),121.409374895,8.71628636353,1058.2388788
Sat Jan 16 2016 05:46:00 GMT-0800 (PST),117.974859492,9.46021634493,1116.06769406
Sat Jan 16 2016 05:48:00 GMT-0800 (PST),121.982444384,9.89753354845,1207.32533561
Sat Jan 16 2016 05:50:00 GMT-0800 (PST),118.644674379,10.3170849772,1224.06718766
Sat Jan 16 2016 05:52:00 GMT-0800 (PST),118.889070544,11.1528957926,1325.95741466
Sat Jan 16 2016 05:54:00 GMT-0800 (PST),120.969427616,10.8976224338,1318.2791482
Sat Jan 16 2016 05:56:00 GMT-0800 (PST),118.114281248,11.6353982967,1374.30670685
Sat Jan 16 2016 05:58:00 GMT-0800 (PST),121.850091889,11.9107715608,1451.32860915
Sat Jan 16 2016 06:00:00 GMT-0800 (PST),122.389344272,11.896480576,1456.00245685
Sat Jan 16 2016 06:02:00 GMT-0800 (PST),121.292673421,12.150780759,1473.80068241
Sat Jan 16 2016 06:04:00 GMT-0800 (PST),120.492658681,12.9984002272,1566.21180197
Sat Jan 16 2016 06:06:00 GMT-0800 (PST),118.163511918,13.039723332,1540.81950335
Sat Jan 16 2016 06:08:00 GMT-0800 (PST),117.137401543,13.5043900101,1581.8691552
Sat Jan 16 2016 06:10:00 GMT-0800 (PST),120.333098548,13.1450728848,1581.78735087
Sat Jan 16 2016 06:12:00 GMT-0800 (PST),116.88468623,13.1874137733,1541.40672108
Sat Jan 16 2016 06:14:00 GMT-0800 (PST),123.418058549,12.7551224057,1574.21244387
Sat Jan 16 2016 06:16:00 GMT-0800 (PST),118.970026742,13.2334938625,1574.38911871
Sat Jan 16 2016 06:18:00 GMT-0800 (PST),122.821252604,13.0352992032,1601.01177621
Sat Jan 16 2016 06:20:00 GMT-0800 (PST),120.821711616,13.5608751291,1638.44814411
Sat Jan 16 2016 06:22:00 GMT-0800 (PST),121.804744689,13.6415193144,1661.60177727
Sat Jan 16 2016 06:24:00 GMT-0800 (PST),117.059421458,13.7465601278,1609.16437559
Sat Jan 16 2016 06:26:00 GMT-0800 (PST),121.662073192,13.5640176988,1650.22651405
Sat Jan 16 2016 06:28:00 GMT-0800 (PST),117.44623896,14.5415616192,1707.85172078
Sat Jan 16 2016 06:30:00 GMT-0800 (PST),120.066481149,14.4269043321,1732.18763703
Sat Jan 16 2016 06:32:00 GMT-0800 (PST),117.992185671,14.1049564305,1664.27463803
Sat Jan 16 2016 06:34:00 GMT-0800 (PST),118.922464909,14.604641182,1736.81992848
Sat Jan 16 2016 06:36:00 GMT-0800 (PST),119.118525795,14.5546825623,1733.73233023
Sat Jan 16 2016 06:38:00 GMT-0800 (PST),117.457724875,14.5238067985,1705.93330308
Sat Jan 16 2016 06:40:00 GMT-0800 (PST),118.46282355,13.998002012,1658.24284239
Sat Jan 16 2016 06:42:00 GMT-0800 (PST),118.458921653,14.4988300638,1717.51577458
Sat Jan 16 2016 06:44:00 GMT-0800 (PST),120.52884651,13.9588424051,1682.4431737
Sat Jan 16 2016 06:46:00 GMT-0800 (PST),118.149384105,14.9693306601,1768.61719795
Sat Jan 16 2016 06:48:00 GMT-0800 (PST),118.677394488,14.4532438089,1715.27331714
Sat Jan 16 2016 06:50:00 GMT-0800 (PST),119.870228738,14.3746880416,1723.09714358
Sat Jan 16 2016 06:52:00 GMT-0800 (PST),118.304544584,14.7392517478,1743.72046552
Sat Jan 16 2016 06:54:00 GMT-0800 (PST),119.271843984,14.7328808529,1757.21786652
Sat Jan 16 2016 06:56:00 GMT-0800 (PST),118.839369132,14.7752886003,1755.885976
Sat Jan 16 2016 06:58:00 GMT-0800 (PST),117.239142514,14.7909379598,1734.07688339
Sat Jan 16 2016 07:00:00 GMT-0800 (PST),116.374171067,15.9110200478,1851.6317689
Sat Jan 16 2016 07:02:00 GMT-0800 (PST),119.496875143,15.3826667424,1838.18060708
Sat Jan 16 2016 07:04:00 GMT-0800 (PST),122.298189918,14.8003959913,1810.06163981
Sat Jan 16 2016 07:06:00 GMT-0800 (PST),122.037886653,15.0728768098,1839.46203165
Sat Jan 16 2016 07:08:00 GMT-0800 (PST),122.493823116,14.6898565434,1799.41668902
Sat Jan 16 2016 07:10:00 GMT-0800 (PST),118.911532011,15.8511896089,1884.88924059
Sat Jan 16 2016 07:12:00 GMT-0800 (PST),122.046189794,15.4814097523,1889.4470729
Sat Jan 16 2016 07:14:00 GMT-0800 (PST),121.201872339,15.4914627592,1877.59429168
Sat Jan 16 2016 07:16:00 GMT-0800 (PST),122.530536979,15.7008251423,1923.83053571
Sat Jan 16 2016 07:18:00 GMT-0800 (PST),121.459385186,15.8784680016,1928.58896116
Sat Jan 16 2016 07:20:00 GMT-0800 (PST),119.109151511,16.0638681954,1913.35371074
Sat Jan 16 2016 07:22:00 GMT-0800 (PST),119.686042092,16.5344737324,1978.94571912
Sat Jan 16 2016 07:24:00 GMT-0800 (PST),117.799371902,16.3201313293,1922.50121996
Sat Jan 16 2016 07:26:00 GMT-0800 (PST),118.765432649,15.8398003237,1881.22073852
Sat Jan 16 2016 07:28:00 GMT-0800 (PST),122.013121256,16.1266423016,1967.66196259
Sat Jan 16 2016 07:30:00 GMT-0800 (PST),114.021709086,17.7031378679,2018.54203589
Sat Jan 16 2016 07:32:00 GMT-0800 (PST),119.105947312,15.9856946203,1903.99130119
Sat Jan 16 2016 07:34:00 GMT-0800 (PST),125.316961012,16.0060875189,2005.83424557
Sat Jan 16 2016 07:36:00 GMT-0800 (PST),121.588905256,15.670303558,1905.33505464
Sat Jan 16 2016 07:38:00 GMT-0800 (PST),119.389714732,16.4784546138,1967.35799557
Sat Jan 16 2016 07:40:00 GMT-0800 (PST),117.439295949,16.9321287575,1988.4972802
Sat Jan 16 2016 07:42:00 GMT-0800 (PST),122.846865112,16.4247079633,2017.72388368
Sat Jan 16 2016 07:44:00 GMT-0800 (PST),119.094483592,16.4886727765,1963.70996945
Sat Jan 16 2016 07:46:00 GMT-0800 (PST),119.156361074,16.8052866826,2002.4568079
Sat Jan 16 2016 07:48:00 GMT-0800 (PST),121.154857221,15.4240740845,1868.70149348
Sat Jan 16 2016 07:50:00 GMT-0800 (PST),117.979475771,15.794940669,1863.47881996
Sat Jan 16 2016 07:52:00 GMT-0800 (PST),122.235672624,15.2715347822,1866.7263261
Sat Jan 16 2016 07:54:00 GMT-0800 (PST),113.761992267,16.2007538931,1843.0300391
Sat Jan 16 2016 07:56:00 GMT-0800 (PST),121.988915149,15.5461312435,1896.45568516
Sat Jan 16 2016 07:58:00 GMT-0800 (PST),119.216163868,14.568895229,1736.847801
Sat Jan 16 2016 08:00:00 GMT-0800 (PST),120.273887945,14.7792994997,1777.56381193
Sat Jan 16 2016 08:02:00 GMT-0800 (PST),120.718838871,14.8807610099,1796.38819064
Sat Jan 16 2016 08:04:00 GMT-0800 (PST),119.329716334,13.7848008317,1644.93637297
Sat Jan 16 2016 08:06:00 GMT-0800 (PST),123.228995578,13.3028715325,1639.29949726
Sat Jan 16 2016 08:08:00 GMT-0800 (PST),122.144348526,13.8220494428,1688.28522449
Sat Jan 16 2016 08:10:00 GMT-0800 (PST),120.406970397,13.7416776176,1654.59377011
Sat Jan 16 2016 08:12:00 GMT-0800 (PST),119.118149916,12.792987815,1523.87704042
Sat Jan 16 2016 08:14:00 GMT-0800 (PST),118.987914311,12.7629290254,1518.63430523
Sat Jan 16 2016 08:16:00 GMT-0800 (PST),116.21774519,12.8835559613,1497.29782385
Sat Jan 16 2016 08:18:00 GMT-0800 (PST),120.655029254,12.237618319,1476.53019628
Sat Jan 16 2016 08:20:00 GMT-0800 (PST),121.191810156,12.0229481947,1457.08285513
Sat Jan 16 2016 08:22:00 GMT-0800 (PST),120.768588,11.6125084293,1402.42624615
Sat Jan 16 2016 08:24:00 GMT-0800 (PST),121.268977099,11.9869002495,1453.63913185
Sat Jan 16 2016 08:26:00 GMT-0800 (PST),120.141366005,12.0650903268,1449.51643283
Sat Jan 16 2016 08:28:00 GMT-0800 (PST),123.243992768,11.0464206702,1361.40498919
Sat Jan 16 2016 08:30:00 GMT-0800 (PST),119.987032068,11.1897476114,1342.62460548
Sat Jan 16 2016 08:32:00 GMT-0800 (PST),118.453994847,11.8129870114,1399.29550258
Sat Jan 16 2016 08:34:00 GMT-0800 (PST),116.542605935,12.1971360449,1421.48601962
Sat Jan 16 2016 08:36:00 GMT-0800 (PST),122.866086008,11.4246969046,1403.70779251
Sat Jan 16 2016 08:38:00 GMT-0800 (PST),120.387647396,11.0412987355,1329.23597896
Sat Jan 16 2016 08:40:00 GMT-0800 (PST),117.989564757,11.2074977826,1322.36778538
Sat Jan 16 2016 08:42:00 GMT-0800 (PST),121.006538684,10.3729382321,1255.19335145
Sat Jan 16 2016 08:44:00 GMT-0800 (PST),119.948037669,10.1171484976,1213.53210909
Sat Jan 16 2016 08:46:00 GMT-0800 (PST),119.561922879,10.1271503635,1210.82157074
Sat Jan 16 2016 08:48:00 GMT-0800 (PST),122.374226642,9.48264130591,1160.43089634
Sat Jan 16 2016 08:50:00 GMT-0800 (PST),119.316876424,9.11572988731,1087.66041648
Sat Jan 16 2016 08:52:00 GMT-0800 (PST),119.584843121,8.94019788787,1069.11216189
Sat Jan 16 2016 08:54:00 GMT-0800 (PST),120.545886848,8.86014387593,1068.05390112
Sat Jan 16 2016 08:56:00 GMT-0800 (PST),117.019673744,8.39850199267,982.789963118
Sat Jan 16 2016 08:58:00 GMT-0800 (PST),118.109355734,8.1390962198,961.303410775
Sat Jan 16 2016 09:00:00 GMT-0800 (PST),122.67501167,6.99789458796,858.466800242
Sat Jan 16 2016 09:02:00 GMT-0800 (PST),119.331246276,6.92818649198,826.749128521
Sat Jan 16 2016 09:04:00 GMT-0800 (PST),119.34311881,6.47358373181,772.577672432
Sat Jan 16 2016 09:06:00 GMT-0800 (PST),119.183566902,5.23857838995,624.352458011
Sat Jan 16 2016 09:08:00 GMT-0800 (PST),122.713117944,5.75739257756,706.507594421
Sat Jan 16 2016 09:10:00 GMT-0800 (PST),123.955634473,4.82288123085,597.823302959
Sat Jan 16 2016 09:12:00 GMT-0800 (PST),118.017792503,5.86962183721,692.719812056
Sat Jan 16 2016 09:14:00 GMT-0800 (PST),123.697062458,5.20028598011,643.260099682
Sat Jan 16 2016 09:16:00 GMT-0800 (PST),121.280639247,5.20805826472,631.636635581
Sat Jan 16 2016 09:18:00 GMT-0800 (PST),125.984786025,5.1395649531,647.506990878
Sat Jan 16 2016 09:20:00 GMT-0800 (PST),119.841472322,5.57720072853,668.379946745
Sat Jan 16 2016 09:22:00 GMT-0800 (PST),118.957794045,5.14137506244,611.606635788
Sat Jan 16 2016 09:24:00 GMT-0800 (PST),123.094186584,5.18201424836,637.87582877
Sat Jan 16 2016 09:26:00 GMT-0800 (PST),119.14871357,5.17701718934,616.834938241
Sat Jan 16 2016 09:28:00 GMT-0800 (PST),118.139967202,5.08408609598,600.633764631
Sat Jan 16 2016 09:30:00 GMT-0800 (PST),120.655414365,5.36333829831,647.115804762
Sat Jan 16 2016 09:32:00 GMT-0800 (PST),121.274518699,4.79903717122,582.000923156
Sat Jan 16 2016 09:34:00 GMT-0800 (PST),118.585119319,4.9448523534,586.385906344
Sat Jan 16 2016 09:36:00 GMT-0800 (PST),120.178220272,5.10419155255,613.412656714
